title,artist,query,spotify_id
Up To The Mountain,Kelly Clarkson Featuring Jeff Beck,artist:kelly track:up to the mountain,
You Raise Me Up,Josh Groban & The African Children's Choir,artist:josh track:you raise me up,
Signal Fire,Snow Patrol ,artist:snow track:signal fire,
Grace Kelly,MIKA,artist:mika track:grace kelly,
I'm Throwed,Paul Wall Featuring Jermaine Dupri,artist:paul track:i'm throwed,
She's Like The Wind,Lumidee Featuring Tony Sunshine,artist:lumidee track:she's like the wind,
Dig,Incubus,artist:incubus track:dig,
Gravity,John Mayer,artist:john track:gravity,
If I Was Your Man,Joe,artist:joe track:if i was your man,
On The Hotline,Pretty Ricky,artist:pretty track:on the hotline,
Look After You,The Fray,artist:fray track:look after you,
Throw Some D's,Rich Boy Featuring Polow Da Don,artist:rich track:throw some d's,
It's Me Snitches,Swizz Beatz,artist:swizz track:it's me snitches,
I Don't Need A Man,The Pussycat Dolls,artist:pussycat track:i don't need a man,
Upgrade U,Beyonce Featuring Jay Z,artist:beyonce track:upgrade u,
Me And God,Josh Turner,artist:josh track:me and god,
Ice Box,Omarion,artist:omarion track:ice box,
Keep Holding On,Avril Lavigne,artist:avril track:keep holding on,
You,Lloyd Featuring Lil Wayne,artist:lloyd track:you,
Top Back,T.I.,artist:t.i. track:top back,
Into The Ocean,Blue October,artist:blue track:into the ocean,
Stupid Boy,Keith Urban,artist:keith track:stupid boy,
Ladies Love Country Boys,Trace Adkins,artist:trace track:ladies love country boys,
A Feelin' Like That,Gary Allan,artist:gary track:a feelin' like that,
I'll Wait For You,Joe Nichols,artist:joe track:i'll wait for you,
Get Buck,Young Buck,artist:young track:get buck,
Make It Rain,Fat Joe Featuring Lil Wayne,artist:fat track:make it rain,
I Wanna Love You,Akon Featuring Snoop Dogg,artist:akon track:i wanna love you,
Smack That,Akon Featuring Eminem,artist:akon track:smack that,
Waiting On The World To Change,John Mayer,artist:john track:waiting on the world to change,
Break It Off,Rihanna & Sean Paul,artist:rihanna track:break it off,
Pain,Three Days Grace,artist:three track:pain,
The Story (I Was Made For You),Brandi Carlile,artist:brandi track:the story ,
Poppin',Chris Brown Featuring Jay Biz,artist:chris track:poppin',
Earth Intruders,Bjork,artist:bjork track:earth intruders,
Que Hiciste,Jennifer Lopez,artist:jennifer track:que hiciste,
The River,Good Charlotte Featuring M. Shadows And Synyster Gates,artist:good track:the river,
Kiss The Girl,Ashley Tisdale,artist:ashley track:kiss the girl,
We Fly High,Jim Jones,artist:jim track:we fly high,
Diamonds,Fabolous Featuring Young Jeezy,artist:fabolous track:diamonds,
Year 3000,Jonas Brothers,artist:jonas track:year 3000,
Say OK,Vanessa Hudgens,artist:vanessa track:say ok,
Release,Timbaland Featuring Justin Timberlake,artist:timbaland track:release,
Runaway Love,Ludacris Featuring Mary J. Blige,artist:ludacris track:runaway love,
Snow ((Hey Oh)),Red Hot Chili Peppers,artist:red track:snow ),
Dashboard,Modest Mouse,artist:modest track:dashboard,
Love Today,MIKA,artist:mika track:love today,
Wouldn't Get Far,The Game Featuring Kanye West,artist:game track:wouldn't get far,
Lips Of An Angel,Jack Ingram,artist:jack track:lips of an angel,
Circle,Marques Houston,artist:marques track:circle,
Fergalicious,Fergie,artist:fergie track:fergalicious,
Chasing Cars,Snow Patrol,artist:snow track:chasing cars,
Here (In Your Arms), Hellogoodbye,artist:hellogoodbye track:here ,
My Love,Justin Timberlake Featuring T.I.,artist:justin track:my love,
Promise,Ciara,artist:ciara track:promise,
Tell Me 'Bout It,Joss Stone,artist:joss track:tell me 'bout it,
Fidelity,Regina Spektor,artist:regina track:fidelity,
Flathead,The Fratellis,artist:fratellis track:flathead,
King Kong, Jibbs Featuring Chamillionaire,artist:jibbs track:king kong,
Hillbilly Deluxe,Brooks & Dunn,artist:brooks track:hillbilly deluxe,
And I Am Telling You I'm Not Going,Jennifer Hudson,artist:jennifer track:and i am telling you i'm not going,
1st Time,Yung Joc Featuring Marques Houston & Trey Songz,artist:yung track:1st time,
Famous Last Words,My Chemical Romance,artist:my track:famous last words,
Boston,Augustana,artist:augustana track:boston,
Watching You,Rodney Atkins,artist:rodney track:watching you,
Survivalism,Nine Inch Nails,artist:nine track:survivalism,
From Yesterday,Thirty Seconds To Mars,artist:thirty track:from yesterday,
Alyssa Lies,Jason Michael Carroll,artist:jason track:alyssa lies,
Not Ready To Make Nice,Dixie Chicks,artist:dixie track:not ready to make nice,
Welcome To The Black Parade,My Chemical Romance,artist:my track:welcome to the black parade,
SexyBack,Justin Timberlake,artist:justin track:sexyback,
Nothing Left To Lose,Mat Kearney,artist:mat track:nothing left to lose,
It Just Comes Natural,George Strait,artist:george track:it just comes natural,
Listen,Beyonce,artist:beyonce track:listen,
Little Bit Of Life,Craig Morgan,artist:craig track:little bit of life,
Wait A Minute,The Pussycat Dolls Featuring Timbaland,artist:pussycat track:wait a minute,
Walk Away (Remember Me),Paula DeAnda Featuring The DEY,artist:paula track:walk away ,
It Ends Tonight,The All-American Rejects,artist:all-american track:it ends tonight,
Tell Me,Diddy Featuring Christina Aguilera,artist:diddy track:tell me,
Movin' On,Elliott Yamin,artist:elliott track:movin' on,
The Neighbor,Dixie Chicks,artist:dixie track:the neighbor,
Freak On A Leash (Unplugged),Korn Featuring Amy Lee,artist:korn track:freak on a leash ,
That's That,Snoop Dogg Featuring R. Kelly,artist:snoop track:that's that,
Wind It Up,Gwen Stefani,artist:gwen track:wind it up,
Lips Of An Angel,Hinder,artist:hinder track:lips of an angel,
Shortie Like Mine,Bow Wow Featuring Chris Brown & Johnta Austin,artist:bow track:shortie like mine,
Suddenly I See,KT Tunstall,artist:kt track:suddenly i see,
Break 'Em Off,Paul Wall Featuring Lil' KeKe,artist:paul track:break 'em off,
Amarillo Sky, Jason Aldean,artist:jason track:amarillo sky,
Keep Your Mind Wide Open,AnnaSophia Robb,artist:annasophia track:keep your mind wide open,
Like A Star,Corinne Bailey Rae,artist:corinne track:like a star,
I Luv It,Young Jeezy,artist:young track:i luv it,
She's Everything,Brad Paisley,artist:brad track:she's everything,
Outside Looking In,Jordan Pruitt,artist:jordan track:outside looking in,
Save Room,John Legend,artist:john track:save room,
Push It To The Limit,Corbin Bleu,artist:corbin track:push it to the limit,
Zoom,Lil' Boosie Featuring Yung Joc,artist:lil' track:zoom,
Far Away,Nickelback,artist:nickelback track:far away,
Hurt,Christina Aguilera,artist:christina track:hurt,
White & Nerdy,"""Weird Al"" Yankovic","artist:""weird track:white & nerdy",
Not Fade Away,Sheryl Crow,artist:sheryl track:not fade away,
Be Good To Me,Ashley Tisdale,artist:ashley track:be good to me,
Red High Heels,Kellie Pickler,artist:kellie track:red high heels,
Streetcorner Symphony,Rob Thomas,artist:rob track:streetcorner symphony,
Thinking About You,Norah Jones,artist:norah track:thinking about you,
Crazy Car,The Naked Brothers Band,artist:naked track:crazy car,
Want To,Sugarland,artist:sugarland track:want to,
One Wing In The Fire,Trent Tomlinson,artist:trent track:one wing in the fire,
Jump To The Rhythm,Jordan Pruitt,artist:jordan track:jump to the rhythm,
Through Glass,Stone Sour,artist:stone track:through glass,
Money Maker,Ludacris Featuring Pharrell,artist:ludacris track:money maker,
Money In The Bank,Lil Scrappy Featuring Young Buck,artist:lil track:money in the bank,
Maneater,Nelly Furtado,artist:nelly track:maneater,
My Little Girl,Tim McGraw,artist:tim track:my little girl,
Phantom Limb,The Shins,artist:shins track:phantom limb,
"My, Oh My",The Wreckers,"artist:wreckers track:my, oh my",
Show Me The Money,Petey Pablo,artist:petey track:show me the money,
Take Me As I Am,Mary J. Blige,artist:mary track:take me as i am,
Anna-Molly,Incubus,artist:incubus track:anna-molly,
Lost One,Jay-Z Featuring Chrisette Michele,artist:jay-z track:lost one,
Honestly,Cartel,artist:cartel track:honestly,
Tim McGraw,Taylor Swift,artist:taylor track:tim mcgraw,
What Hurts The Most,Rascal Flatts,artist:rascal track:what hurts the most,
My Wish,Rascal Flatts,artist:rascal track:my wish,
If We Were A Movie,Hannah Montana,artist:hannah track:if we were a movie,
Come Back To Me,Vanessa Hudgens,artist:vanessa track:come back to me,
Unappreciated,Cherish,artist:cherish track:unappreciated,
The Saints Are Coming,U2 & Green Day,artist:u2 track:the saints are coming,
Say Goodbye,Chris Brown,artist:chris track:say goodbye,
Too Little Too Late,JoJo,artist:jojo track:too little too late,
Call Me When You're Sober,Evanescence,artist:evanescence track:call me when you're sober,
Here It Goes Again,OK Go,artist:ok track:here it goes again,
Stuntin' Like My Daddy,Birdman & Lil Wayne,artist:birdman track:stuntin' like my daddy,
Come To Me,Diddy Featuring Nicole Scherzinger,artist:diddy track:come to me,
You Don't Know,"Eminem, 50 Cent, Lloyd Banks & Ca$his","artist:eminem, track:you don't know",
Show Me What You Got,JAY-Z,artist:jay-z track:show me what you got,
Love Like Winter,AFI,artist:afi track:love like winter,
Mr. Jones,Mike Jones,artist:mike track:mr. jones,
Ay Chico (Lengua Afuera),Pitbull,artist:pitbull track:ay chico ,
You Save Me,Kenny Chesney,artist:kenny track:you save me,
Hip Hop Is Dead,Nas Featuring will.i.am,artist:nas track:hip hop is dead,
Some People Change,Montgomery Gentry,artist:montgomery track:some people change,
Love Me Or Hate Me (F**k You!!!!), Lady Sovereign,artist:lady track:love me or hate me ,
Tell Me Baby,Red Hot Chili Peppers,artist:red track:tell me baby,
Show Stopper,Danity Kane,artist:danity track:show stopper,
Ring The Alarm,Beyonce,artist:beyonce track:ring the alarm,
Dem Jeans,Chingy Featuring Jermaine Dupri,artist:chingy track:dem jeans,
Who Said,Hannah Montana,artist:hannah track:who said,
Chicken Noodle Soup.,Webstar & Young B Featuring The Voice Of Harlem,artist:webstar track:chicken noodle soup.,
Best Of Both Worlds,Hannah Montana,artist:hannah track:best of both worlds,
Hate (I Really Don't Like You),Plain White T's,artist:plain track:hate ,
When You Were Young,The Killers,artist:killers track:when you were young,
River,Sarah McLachlan,artist:sarah track:river,
A Great Big Sled,The Killers Featuring Toni Halliday,artist:killers track:a great big sled,
Happy Xmas (War Is Over),The Fray,artist:fray track:happy xmas ,
I Loved Her First,Heartland,artist:heartland track:i loved her first,
Tu Amor,RBD,artist:rbd track:tu amor,
The Carpal Tunnel Of Love,Fall Out Boy,artist:fall track:the carpal tunnel of love,
Chain Hang Low,Jibbs,artist:jibbs track:chain hang low,
Let's Ride,The Game,artist:game track:let's ride,
I'll Be Home For Christmas (Live),Josh Groban,artist:josh track:i'll be home for christmas ,
Get Up,Ciara Featuring Chamillionaire ,artist:ciara track:get up,
London Bridge,Fergie,artist:fergie track:london bridge,
Mountains,Lonestar,artist:lonestar track:mountains,
Tu Recuerdo,Ricky Martin Featuring La Mari De Chambao Y Tommy Torres,artist:ricky track:tu recuerdo,
The Diary Of Jane,Breaking Benjamin,artist:breaking track:the diary of jane,
Give It Away,George Strait ,artist:george track:give it away,
Buttons,The Pussycat Dolls Featuring Snoop Dogg,artist:pussycat track:buttons,
Gallery,Mario Vazquez,artist:mario track:gallery,
About Us,Brooke Hogan Featuring Paul Wall,artist:brooke track:about us,
Ser O Parecer,RBD,artist:rbd track:ser o parecer,
Dangerous,Ying Yang Twins Featuring Wyclef,artist:ying track:dangerous,
Push It,Rick Ross,artist:rick track:push it,
Once In A Lifetime,Keith Urban,artist:keith track:once in a lifetime,
The Kill (Bury Me),Thirty Seconds To Mars,artist:thirty track:the kill ,
S.E.X.,Lyfe Jennings,artist:lyfe track:s.e.x.,
I Call It Love,Lionel Richie,artist:lionel track:i call it love,
You Know My Name,Chris Cornell,artist:chris track:you know my name,
Over My Head (Cable Car),The Fray,artist:fray track:over my head ,
Need A Boss,Shareefa Featuring Ludacris,artist:shareefa track:need a boss,
Every Mile A Memory,Dierks Bentley,artist:dierks track:every mile a memory,
It's Okay (One Blood),The Game Featuring Junior Reid,artist:game track:it's okay ,
Greatest Time Of Year,Aly & AJ,artist:aly track:greatest time of year,
Kingdom Come,JAY-Z,artist:jay-z track:kingdom come,
Crazy,Gnarls Barkley,artist:gnarls track:crazy,
When Your Heart Stops Beating,(+44),artist: track:when your heart stops beating,
Love You,Jack Ingram,artist:jack track:love you,
Everytime Tha Beat Drop,Monica Featuring Dem Franchize Boyz,artist:monica track:everytime tha beat drop,
The Riddle,Five For Fighting,artist:five track:the riddle,
I Write Sins Not Tragedies,Panic! At The Disco,artist:panic! track:i write sins not tragedies,
Would You Go With Me,Josh Turner,artist:josh track:would you go with me,
I Know You See It,Yung Joc Featuring Brandy 'Ms. B.' Hambrick,artist:yung track:i know you see it,
High School Never Ends,Bowling For Soup,artist:bowling track:high school never ends,
That Girl,Frankie J Featuring Mannie Fresh & Chamillionaire,artist:frankie track:that girl,
A La Primera Persona,Alejandro Sanz,artist:alejandro track:a la primera persona,
Sexy Love,Ne-Yo,artist:ne-yo track:sexy love,
Put Your Records On,Corinne Bailey Rae,artist:corinne track:put your records on,
Change Me,Ruben Studdard,artist:ruben track:change me,
Right Where You Want Me,Jesse McCartney,artist:jesse track:right where you want me,
Crash Here Tonight,Toby Keith,artist:toby track:crash here tonight,
Tengo Un Amor,Toby Love Featuring Rakim & Ken-Y,artist:toby track:tengo un amor,
Pullin' Me Back,Chingy Featuring Tyrese,artist:chingy track:pullin' me back,
Promiscuous,Nelly Furtado Featuring Timbaland,artist:nelly track:promiscuous,
U And Dat,E-40 Featuring T-Pain & Kandi Girl,artist:e-40 track:u and dat,
I Got Nerve,Hannah Montana,artist:hannah track:i got nerve,
Pumpin' Up The Party,Hannah Montana,artist:hannah track:pumpin' up the party,
The Other Side Of Me,Hannah Montana,artist:hannah track:the other side of me,
Our Country,John Mellencamp,artist:john track:our country,
This Is The Life,Hannah Montana,artist:hannah track:this is the life,
Brand New Girlfriend,Steve Holy,artist:steve track:brand new girlfriend,
So Excited,Janet Featuring Khia,artist:janet track:so excited,
Just Like You,Hannah Montana,artist:hannah track:just like you,
Long Way 2 Go,Cassie,artist:cassie track:long way 2 go,
(When You Gonna) Give It Up To Me,Sean Paul Featuring Keyshia Cole,artist:sean track: give it up to me,
Move Along,The All-American Rejects,artist:all-american track:move along,
Hate Me,Blue October,artist:blue track:hate me,
Ain't No Other Man,Christina Aguilera,artist:christina track:ain't no other man,
The Pick Of Destiny, Tenacious D,artist:tenacious track:the pick of destiny,
Call On Me,Janet & Nelly,artist:janet track:call on me,
Like Red On A Rose,Alan Jackson,artist:alan track:like red on a rose,
Remember The Name,Fort Minor Featuring Styles Of Beyond,artist:fort track:remember the name,
Canadian Idiot,"""Weird Al"" Yankovic","artist:""weird track:canadian idiot",
Shoulder Lean,Young Dro Featuring T.I.,artist:young track:shoulder lean,
Me & U,Cassie,artist:cassie track:me & u,
Hips Don't Lie,Shakira Featuring Wyclef Jean,artist:shakira track:hips don't lie,
Life Is A Highway,Rascal Flatts,artist:rascal track:life is a highway,
I Can't Hate You Anymore,Nick Lachey,artist:nick track:i can't hate you anymore,
It's Goin' Down,Yung Joc,artist:yung track:it's goin' down,
Leave The Pieces,The Wreckers,artist:wreckers track:leave the pieces,
Building Bridges,Brooks & Dunn With Sheryl Crow & Vince Gill,artist:brooks track:building bridges,
Chemicals React,Aly & AJ,artist:aly track:chemicals react,
Deja Vu,Beyonce Featuring Jay Z,artist:beyonce track:deja vu,
Snap Yo Fingers,Lil Jon Featuring E-40 & Sean Paul Of The YoungBloodZ,artist:lil track:snap yo fingers,
Dani California,Red Hot Chili Peppers,artist:red track:dani california,
Black Horse & The Cherry Tree,KT Tunstall,artist:kt track:black horse & the cherry tree,
If You're Going Through Hell (Before The Devil Even Knows),Rodney Atkins,artist:rodney track:if you're going through hell ,
Animal I Have Become,Three Days Grace,artist:three track:animal i have become,
